,Start,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,_strategy,_equity_curve,_trades,Sector
PCAR,13/12/2012,9/12/2022,3648 days,46.62162162,4562.216576,15858.36782,-64.90602634,221.4385448,-9.956793006,13.8578007,0,0,0,-71.2314872,-12.59172081,2510 days,355 days,132,21.21212121,9.13002715,-7.550972806,-0.793395209,144 days,12 days,0.636043142,-0.729178486,-1.893896683,Mean_Reversion_box3_4,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-12-13  13000.000000     0.000000              NaT
2012-12-14  13000.000000     0.000000              NaT
2012-12-17  13000.000000     0.000000              NaT
2012-12-18  13000.000000     0.000000              NaT
2012-12-19  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-12-05   4562.216576     0.712315              NaT
2022-12-06   4562.216576     0.712315              NaT
2022-12-07   4562.216576     0.712315              NaT
2022-12-08   4562.216576     0.712315              NaT
2022-12-09   4562.216576     0.712315        2510 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice  ExitPrice         PnL  ReturnPct  EntryTime   ExitTime Duration
0     320       200      204   40.542792  39.856417 -219.640051  -0.016930 2013-10-01 2013-10-07   6 days
1     319       204      205   39.946371  39.275840 -213.899656  -0.016786 2013-10-07 2013-10-08   1 days
2     319       205      209   39.328125  41.062553  553.282547   0.044101 2013-10-08 2013-10-14   6 days
3     324       221      255   40.419151  42.676469  731.371015   0.055848 2013-10-30 2013-12-18  49 days
4     332       279      284   41.699742  40.922794 -257.946723  -0.018632 2014-01-24 2014-01-31   7 days
..    ...       ...      ...         ...        ...         ...        ...        ...        ...      ...
127   -62      2351     2352   82.738930  84.833817 -129.882977  -0.025319 2022-04-18 2022-04-19   1 days
128   -60      2379     2381   83.367096  85.967882 -156.047165  -0.031197 2022-05-26 2022-05-31   5 days
129   -58      2414     2419   83.268013  85.725806 -142.551961  -0.029517 2022-07-19 2022-07-26   7 days
130    52      2439     2443   90.483837  88.710484  -92.214336  -0.019599 2022-08-23 2022-08-29   6 days
131    53      2444     2447   87.908001  86.072084  -97.303618  -0.020885 2022-08-30 2022-09-02   3 days

[132 rows x 10 columns]",Industrials
PCG,13/12/2012,9/12/2022,3648 days,52.86168521,4658.711871,33687.9052,-64.16375484,-54.03857067,-9.767831433,27.76659464,0,0,0,-87.78836089,-15.33907804,1233 days,249 days,149,24.16107383,37.62088009,-18.95051202,-0.68699313,63 days,13 days,0.848706716,-0.424554026,-0.5679132,Mean_Reversion_box3_4,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-12-13  13000.000000     0.000000              NaT
2012-12-14  13000.000000     0.000000              NaT
2012-12-17  13000.000000     0.000000              NaT
2012-12-18  13000.000000     0.000000              NaT
2012-12-19  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-12-05   4628.511756     0.862606              NaT
2022-12-06   4661.731941     0.861620              NaT
2022-12-07   4704.011756     0.860365              NaT
2022-12-08   4658.711871     0.861710              NaT
2022-12-09   4658.711871     0.861710        1128 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice  ExitPrice         PnL  ReturnPct  EntryTime   ExitTime Duration
0    -362       207      215   35.898663  36.550291 -235.889416  -0.018152 2013-10-10 2013-10-22  12 days
1    -350       215      225   36.436933  37.082508 -225.951319  -0.017718 2013-10-22 2013-11-05  14 days
2    -354       245      248   35.343052  35.909340 -200.466097  -0.016023 2013-12-04 2013-12-09   5 days
3    -347       255      273   35.551397  36.146216 -206.402105  -0.016731 2013-12-18 2014-01-15  28 days
4    -339       275      276   35.708896  36.257980 -186.139708  -0.015377 2014-01-17 2014-01-21   4 days
..    ...       ...      ...         ...        ...         ...        ...        ...        ...      ...
144  -386      2428     2430   11.247460  11.555102 -118.749462  -0.027352 2022-08-08 2022-08-10   2 days
145  -367      2430     2431   11.516920  11.809232 -107.278447  -0.025381 2022-08-10 2022-08-11   1 days
146   351      2438     2443   11.743440  12.584860  295.338306   0.071650 2022-08-22 2022-08-29   7 days
147   349      2461     2466   12.635220  12.182781 -157.901118  -0.035808 2022-09-23 2022-09-30   7 days
148   302      2474     2514   14.098140  15.420000  399.201835   0.093761 2022-10-12 2022-12-08  57 days

[149 rows x 10 columns]",Utilities
PEAK,13/12/2012,9/12/2022,3648 days,50.91414944,4602.904327,14804.52829,-64.59304364,3.2137626,-9.876681976,15.57864968,0,0,0,-69.67560016,-17.00409377,2870 days,657 days,140,21.42857143,12.25853399,-12.23267223,-0.740053604,131 days,13 days,0.653134199,-0.672130491,-2.419491017,Mean_Reversion_box3_4,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-12-13  13000.000000     0.000000              NaT
2012-12-14  13000.000000     0.000000              NaT
2012-12-17  13000.000000     0.000000              NaT
2012-12-18  13000.000000     0.000000              NaT
2012-12-19  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-12-05   4515.184288     0.695013              NaT
2022-12-06   4553.024498     0.692457              NaT
2022-12-07   4632.144340     0.687113              NaT
2022-12-08   4602.904327     0.689088              NaT
2022-12-09   4602.904327     0.689088        2870 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice  ExitPrice         PnL  ReturnPct  EntryTime   ExitTime Duration
0    -549       208      212   23.657995  24.272364 -337.288375  -0.025969 2013-10-11 2013-10-17   6 days
1    -518       212      228   24.398377  22.829581  812.636068   0.064299 2013-10-17 2013-11-08  22 days
2    -588       234      240   22.899924  21.696179  707.802386   0.052565 2013-11-18 2013-11-26   8 days
3    -667       249      269   21.256390  21.706035 -299.913095  -0.021153 2013-12-10 2014-01-09  30 days
4    -643       269      270   21.573563  21.989396 -267.380992  -0.019275 2014-01-09 2014-01-10   1 days
..    ...       ...      ...         ...        ...         ...        ...        ...        ...      ...
135  -218      2486     2489   23.425806  24.207394 -170.386250  -0.033364 2022-10-28 2022-11-02   5 days
136  -206      2491     2495   23.961980  24.785020 -169.546289  -0.034348 2022-11-04 2022-11-10   6 days
137  -193      2497     2504   24.710480  25.506212 -153.576198  -0.032202 2022-11-14 2022-11-23   9 days
138  -183      2504     2508   25.209480  25.896470 -125.719125  -0.027251 2022-11-23 2022-11-30   7 days
139  -172      2509     2514   26.097700  25.520000   99.364256   0.022136 2022-12-01 2022-12-08   7 days

[140 rows x 10 columns]",Real Estate
PEG,13/12/2012,9/12/2022,3648 days,44.55484897,6638.304073,18234.97533,-48.93612252,186.1224726,-6.510039962,12.05946209,0,0,0,-63.74550898,-5.897917841,2748 days,178 days,136,23.52941176,10.0437735,-8.61735372,-0.494389464,60 days,11 days,0.728317181,-0.442050266,-1.31764366,Mean_Reversion_box3_4,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-12-13  13000.000000     0.000000              NaT
2012-12-14  13000.000000     0.000000              NaT
2012-12-17  13000.000000     0.000000              NaT
2012-12-18  13000.000000     0.000000              NaT
2012-12-19  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-12-05   6668.048053     0.634326              NaT
2022-12-06   6632.402595     0.636281              NaT
2022-12-07   6702.614090     0.632431              NaT
2022-12-08   6638.304073     0.635958              NaT
2022-12-09   6638.304073     0.635958        2748 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice  ExitPrice         PnL  ReturnPct  EntryTime   ExitTime Duration
0     553       204      215   23.503059  24.600684  606.986720   0.046701 2013-10-07 2013-10-22  15 days
1     571       221      243   23.826198  23.340359 -277.413855  -0.020391 2013-10-30 2013-12-02  33 days
2    -575       262      270   23.154948  23.511262 -204.880220  -0.015388 2013-12-30 2014-01-10  11 days
3    -565       276      278   23.205565  23.538956 -188.365985  -0.014367 2014-01-21 2014-01-23   2 days
4     493       304      308   26.239028  25.781866 -225.380838  -0.017423 2014-03-03 2014-03-07   4 days
..    ...       ...      ...         ...        ...         ...        ...        ...        ...      ...
131   109      2440     2443   66.231312  65.113405 -121.851850  -0.016879 2022-08-24 2022-08-29   5 days
132   108      2443     2444   65.423616  64.249753 -126.777220  -0.017942 2022-08-29 2022-08-30   1 days
133  -122      2493     2495   57.214257  58.901998 -205.904457  -0.029499 2022-11-08 2022-11-10   2 days
134  -115      2505     2508   58.569204  60.043605 -169.556094  -0.025174 2022-11-25 2022-11-30   5 days
135  -109      2510     2514   60.250519  60.000000   27.306579   0.004158 2022-12-02 2022-12-08   6 days

[136 rows x 10 columns]",Utilities
PEP,13/12/2012,9/12/2022,3648 days,41.17647059,12170.48121,17675.6003,-6.380913757,247.5937539,-0.658231473,9.641619784,0,0,0,-34.18682551,-4.526484776,1022 days,144 days,131,30.53435115,8.647570314,-7.031243777,-0.051267991,71 days,11 days,0.987239311,-0.015020048,-0.185177677,Mean_Reversion_box3_4,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-12-13  13000.000000     0.000000              NaT
2012-12-14  13000.000000     0.000000              NaT
2012-12-17  13000.000000     0.000000              NaT
2012-12-18  13000.000000     0.000000              NaT
2012-12-19  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-12-05  12126.920970     0.313917              NaT
2022-12-06  12028.581614     0.319481              NaT
2022-12-07  12064.880809     0.317427              NaT
2022-12-08  12170.481212     0.311453              NaT
2022-12-09  12170.481212     0.311453        1022 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice   ExitPrice         PnL  ReturnPct  EntryTime   ExitTime Duration
0     212       200      201   61.293045   60.492800 -169.652099  -0.013056 2013-10-01 2013-10-02   1 days
1     210       201      211   61.093375   63.066173  414.287564   0.032292 2013-10-02 2013-10-16  14 days
2     202       236      241   65.370554   64.466186 -182.682438  -0.013834 2013-11-20 2013-11-27   7 days
3     201       241      244   64.825330   63.970959 -171.728574  -0.013180 2013-11-27 2013-12-03   6 days
4     200       244      245   64.349236   63.534201 -163.007051  -0.012666 2013-12-03 2013-12-04   1 days
..    ...       ...      ...         ...         ...         ...        ...        ...        ...      ...
126    78      2308     2315  162.680883  159.095102 -279.690932  -0.022042 2022-02-14 2022-02-24  10 days
127    74      2351     2361  167.405034  164.591416 -208.207708  -0.016807 2022-04-18 2022-05-02  14 days
128    74      2362     2373  165.018037  161.140359 -286.948149  -0.023499 2022-05-03 2022-05-18  15 days
129    69      2428     2447  171.962180  168.863571 -213.804018  -0.018019 2022-08-08 2022-09-02  25 days
130    66      2491     2514  178.027066  183.779999  379.693573   0.032315 2022-11-04 2022-12-08  34 days

[131 rows x 10 columns]",Consumer Defensive
PFE,13/12/2012,9/12/2022,3648 days,46.93958665,5311.137089,14025.00087,-59.14509931,207.8248021,-8.575496491,11.10556744,0,0,0,-62.13093218,-10.32644179,3201 days,472 days,135,22.22222222,11.84312839,-5.821836472,-0.66192222,119 days,12 days,0.667448316,-0.604079719,-2.041007944,Mean_Reversion_box3_4,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-12-13  13000.000000     0.000000              NaT
2012-12-14  13000.000000     0.000000              NaT
2012-12-17  13000.000000     0.000000              NaT
2012-12-18  13000.000000     0.000000              NaT
2012-12-19  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-12-05   5311.137089     0.621309              NaT
2022-12-06   5311.137089     0.621309              NaT
2022-12-07   5311.137089     0.621309              NaT
2022-12-08   5311.137089     0.621309              NaT
2022-12-09   5311.137089     0.621309        3201 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice  ExitPrice         PnL  ReturnPct  EntryTime   ExitTime Duration
0     674       206      211   19.281119  20.060030  524.986236   0.040398 2013-10-09 2013-10-16   7 days
1     620       242      244   21.793087  21.481024 -193.479238  -0.014319 2013-11-29 2013-12-03   4 days
2     621       244      250   21.442798  21.117479 -202.022783  -0.015171 2013-12-03 2013-12-11   8 days
3     631       251      280   20.776585  20.432736 -216.968598  -0.016550 2013-12-12 2014-01-27  46 days
4     633       280      285   20.371342  21.299458  587.497465   0.045560 2014-01-27 2014-02-03   7 days
..    ...       ...      ...         ...        ...         ...        ...        ...        ...      ...
130   110      2423     2426   50.280280  48.890465 -152.879612  -0.027641 2022-08-01 2022-08-04   3 days
131  -114      2451     2458   47.338590  44.399233  335.086643   0.062092 2022-09-09 2022-09-20  11 days
132  -132      2477     2481   43.192506  44.285535 -144.279829  -0.025306 2022-10-17 2022-10-21   4 days
133  -123      2483     2486   45.112174  46.266258 -141.952265  -0.025583 2022-10-25 2022-10-28   3 days
134  -116      2486     2497   46.932889  48.102353 -135.657843  -0.024918 2022-10-28 2022-11-14  17 days

[135 rows x 10 columns]",Healthcare
PFG,13/12/2012,9/12/2022,3648 days,41.13672496,7183.357001,14063.20277,-44.74340769,349.7253526,-5.768207292,16.24842119,0,0,0,-62.21571906,-22.0631101,3256 days,1093 days,124,24.19354839,9.938753791,-10.76172995,-0.477330006,76 days,12 days,0.810879827,-0.386831052,-1.356924209,Mean_Reversion_box3_4,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-12-13  13000.000000     0.000000              NaT
2012-12-14  13000.000000     0.000000              NaT
2012-12-17  13000.000000     0.000000              NaT
2012-12-18  13000.000000     0.000000              NaT
2012-12-19  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-12-05   7248.156805     0.484601              NaT
2022-12-06   7237.757025     0.485341              NaT
2022-12-07   7273.756781     0.482781              NaT
2022-12-08   7183.357001     0.489209              NaT
2022-12-09   7183.357001     0.489209        3256 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice  ExitPrice         PnL  ReturnPct  EntryTime   ExitTime Duration
0     426       206      210   30.455015  32.050830  679.817212   0.052399 2013-10-09 2013-10-15   6 days
1     381       245      250   35.844763  35.213149 -240.644984  -0.017621 2013-12-04 2013-12-11   7 days
2     381       251      254   35.189333  34.601223 -224.070049  -0.016713 2013-12-12 2013-12-17   5 days
3     381       254      261   34.672264  36.104242  545.583674   0.041300 2013-12-17 2013-12-27  10 days
4     388       264      271   35.407813  34.856437 -213.933969  -0.015572 2014-01-02 2014-01-13  11 days
..    ...       ...      ...         ...        ...         ...        ...        ...        ...      ...
119    87      2460     2461   75.032486  73.205944 -158.909226  -0.024343 2022-09-22 2022-09-23   1 days
120    88      2461     2468   72.037961  77.672494  495.838872   0.078216 2022-09-23 2022-10-04  11 days
121    91      2473     2485   75.321003  81.584622  569.989305   0.083159 2022-10-11 2022-10-27  16 days
122    82      2501     2508   90.432954  87.790793 -216.657175  -0.029217 2022-11-18 2022-11-30  12 days
123    80      2508     2514   89.859360  89.110001  -59.948776  -0.008339 2022-11-30 2022-12-08   8 days

[124 rows x 10 columns]",Financial Services
PG,13/12/2012,9/12/2022,3648 days,43.6009539,11202.92225,16858.34896,-13.82367503,188.5239823,-1.479065009,10.12114086,0,0,0,-33.5467413,-4.487869092,2042 days,198 days,129,27.90697674,8.442568915,-6.81499015,-0.115532422,56 days,12 days,0.940841368,-0.075275757,-0.437249352,Mean_Reversion_box3_4,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-12-13  13000.000000     0.000000              NaT
2012-12-14  13000.000000     0.000000              NaT
2012-12-17  13000.000000     0.000000              NaT
2012-12-18  13000.000000     0.000000              NaT
2012-12-19  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-12-05  11202.922246     0.335467              NaT
2022-12-06  11202.922246     0.335467              NaT
2022-12-07  11202.922246     0.335467              NaT
2022-12-08  11202.922246     0.335467              NaT
2022-12-09  11202.922246     0.335467        1022 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice   ExitPrice         PnL  ReturnPct  EntryTime   ExitTime Duration
0     200       242      243   64.901287   64.077528 -164.751763  -0.012692 2013-11-29 2013-12-02   3 days
1     199       243      246   64.223115   63.383992 -166.985522  -0.013066 2013-12-02 2013-12-05   3 days
2     198       246      252   63.722222   62.854521 -171.804780  -0.013617 2013-12-05 2013-12-13   8 days
3     198       253      255   62.951603   61.945746 -199.159650  -0.015978 2013-12-16 2013-12-18   2 days
4     198       265      278   61.996040   61.164258 -164.692911  -0.013417 2014-01-03 2014-01-23  20 days
..    ...       ...      ...         ...         ...         ...        ...        ...        ...      ...
124   -97      2479     2484  128.389709  131.446696 -296.527709  -0.023810 2022-10-19 2022-10-26   7 days
125   -92      2484     2486  131.516439  134.446177 -269.535942  -0.022277 2022-10-26 2022-10-28   2 days
126   -88      2486     2494  134.949561  137.888404 -258.618194  -0.021777 2022-10-28 2022-11-09  12 days
127   -85      2494     2495  136.207036  138.932991 -231.706220  -0.020013 2022-11-09 2022-11-10   1 days
128   -81      2495     2502  140.897633  143.902690 -243.409608  -0.021328 2022-11-10 2022-11-21  11 days

[129 rows x 10 columns]",Consumer Defensive
PGR,13/12/2012,9/12/2022,3648 days,45.38950715,16900.21188,16900.21188,30.00162985,738.4492929,2.662774151,14.1391416,0.188326436,0.284149402,0.082136354,-32.41894767,-7.907865443,1775 days,328 days,140,30.71428571,10.47137857,-7.66931235,0.188281359,57 days,11 days,1.178227565,0.25669298,0.691006517,Mean_Reversion_box3_4,"                 Equity  DrawdownPct DrawdownDuration
Date                                                 
2012-12-13  13000.00000          0.0              NaT
2012-12-14  13000.00000          0.0              NaT
2012-12-17  13000.00000          0.0              NaT
2012-12-18  13000.00000          0.0              NaT
2012-12-19  13000.00000          0.0              NaT
...                 ...          ...              ...
2022-12-05  16844.01515          0.0              NaT
2022-12-06  16844.01515          0.0              NaT
2022-12-07  16844.01515          0.0              NaT
2022-12-08  16900.21188          0.0              NaT
2022-12-09  16900.21188          0.0              NaT

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice   ExitPrice          PnL  ReturnPct  EntryTime   ExitTime Duration
0     662       206      221   19.629377   19.308561  -212.379963  -0.016344 2013-10-09 2013-10-30  21 days
1     660       221      232   19.355616   20.150055   524.329311   0.041044 2013-10-30 2013-11-14  15 days
2     662       246      251   20.080714   19.753431  -216.661335  -0.016298 2013-12-05 2013-12-12   7 days
3     667       251      253   19.621979   19.261795  -240.242599  -0.018356 2013-12-12 2013-12-16   4 days
4     660       253      268   19.474001   19.123713  -231.190603  -0.017988 2013-12-16 2014-01-08  23 days
..    ...       ...      ...         ...         ...          ...        ...        ...        ...      ...
135   124      2462     2475  119.020387  116.000833  -374.424744  -0.025370 2022-09-26 2022-10-13  17 days
136   124      2476     2486  116.121779  128.281331  1507.784339   0.104714 2022-10-14 2022-10-28  14 days
137   124      2492     2497  127.554603  124.125843  -425.166298  -0.026881 2022-11-07 2022-11-14   7 days
138   125      2498     2509  123.306118  133.960007  1331.736145   0.086402 2022-11-15 2022-12-01  16 days
139   128      2513     2514  130.740956  131.179993    56.196730   0.003358 2022-12-07 2022-12-08   1 days

[140 rows x 10 columns]",Financial Services
PH,13/12/2012,9/12/2022,3648 days,45.50874404,8697.299132,26226.06267,-33.09769898,316.8237917,-3.945801237,17.04154081,0,0,0,-71.10222768,-4.424163479,1780 days,80 days,150,28,14.94697358,-11.83029602,-0.269908073,83 days,11 days,0.911528775,-0.174402596,-0.575947732,Mean_Reversion_box3_4,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-12-13  13000.000000     0.000000              NaT
2012-12-14  13000.000000     0.000000              NaT
2012-12-17  13000.000000     0.000000              NaT
2012-12-18  13000.000000     0.000000              NaT
2012-12-19  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-12-05   8719.339415     0.667532              NaT
2022-12-06   8638.719451     0.670606              NaT
2022-12-07   8695.849486     0.668427              NaT
2022-12-08   8697.299132     0.668372              NaT
2022-12-09   8697.299132     0.668372        1780 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice   ExitPrice         PnL  ReturnPct  EntryTime   ExitTime Duration
0     142       203      205   91.171175   89.629443 -218.925903  -0.016910 2013-10-04 2013-10-08   4 days
1     144       205      213   88.374516   92.731492  627.404452   0.049301 2013-10-08 2013-10-18  10 days
2     137       236      247   97.694534  102.054544  597.321348   0.044629 2013-11-20 2013-12-06  16 days
3     130       266      277  107.070066  105.364244 -221.756899  -0.015932 2014-01-06 2014-01-22  16 days
4     132       277      278  104.151904  102.004557 -283.449744  -0.020617 2014-01-22 2014-01-23   1 days
..    ...       ...      ...         ...         ...         ...        ...        ...        ...      ...
145    30      2437     2438  293.646913  286.922052 -201.745829  -0.022901 2022-08-19 2022-08-22   3 days
146   -32      2450     2452  272.949558  280.500691 -241.636239  -0.027665 2022-09-08 2022-09-12   4 days
147   -30      2452     2456  280.688201  260.936858  592.540265   0.070368 2022-09-12 2022-09-16   4 days
148   -34      2468     2482  261.296824  270.511159 -313.287382  -0.035264 2022-10-04 2022-10-24  20 days
149    29      2507     2514  294.878589  292.109985  -80.289493  -0.009389 2022-11-29 2022-12-08   9 days

[150 rows x 10 columns]",Industrials
PHM,13/12/2012,9/12/2022,3648 days,48.48966614,7610.66293,13636.52544,-41.456439,191.8419842,-5.221256517,20.95518204,0,0,0,-63.27566835,-35.05542149,2335 days,1111 days,128,26.5625,12.93927496,-12.93182873,-0.416976478,119 days,13 days,0.89038041,-0.273211822,-0.985081299,Mean_Reversion_box3_4,"                 Equity  DrawdownPct DrawdownDuration
Date                                                 
2012-12-13  13000.00000     0.000000              NaT
2012-12-14  13000.00000     0.000000              NaT
2012-12-17  13000.00000     0.000000              NaT
2012-12-18  13000.00000     0.000000              NaT
2012-12-19  13000.00000     0.000000              NaT
...                 ...          ...              ...
2022-12-05   7610.66293     0.441891              NaT
2022-12-06   7610.66293     0.441891              NaT
2022-12-07   7610.66293     0.441891              NaT
2022-12-08   7610.66293     0.441891              NaT
2022-12-09   7610.66293     0.441891         980 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice  ExitPrice         PnL  ReturnPct  EntryTime   ExitTime Duration
0    -890       213      217   14.596685  15.141677 -485.043000  -0.037337 2013-10-18 2013-10-24   6 days
1    -796       217      234   15.714767  16.357496 -511.612136  -0.040900 2013-10-24 2013-11-18  25 days
2    -745       234      240   16.093331  16.664054 -425.188726  -0.035463 2013-11-18 2013-11-26   8 days
3     668       267      279   17.319369  16.812765 -338.411902  -0.029251 2014-01-07 2014-01-24  17 days
4     616       307      309   18.241182  17.694784 -336.581722  -0.029954 2014-03-06 2014-03-10   4 days
..    ...       ...      ...         ...        ...         ...        ...        ...        ...      ...
123  -138      2416     2445   45.318175  40.266747  697.097022   0.111466 2022-07-21 2022-08-31  41 days
124  -167      2451     2463   41.530058  37.848498  614.820526   0.088648 2022-09-09 2022-09-27  18 days
125  -186      2469     2475   40.778281  36.667048  764.689273   0.100819 2022-10-05 2022-10-13   8 days
126  -213      2485     2488   39.151540  40.884014 -369.017111  -0.044250 2022-10-27 2022-11-01   5 days
127  -188      2497     2504   42.424978  44.426488 -376.283847  -0.047178 2022-11-14 2022-11-23   9 days

[128 rows x 10 columns]",Consumer Cyclical
PKG,13/12/2012,9/12/2022,3648 days,48.25119237,14407.41882,25960.1678,10.82629858,393.2075662,1.034891706,16.42398697,0.063010992,0.089219434,0.02137709,-48.41125311,-4.019606202,1785 days,84 days,132,30.3030303,9.055296245,-8.319039477,0.078082747,81 days,13 days,1.094122126,0.167086081,0.16914042,Mean_Reversion_box3_4,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-12-13  13000.000000     0.000000              NaT
2012-12-14  13000.000000     0.000000              NaT
2012-12-17  13000.000000     0.000000              NaT
2012-12-18  13000.000000     0.000000              NaT
2012-12-19  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-12-05  14446.559318     0.443511              NaT
2022-12-06  14523.809318     0.440535              NaT
2022-12-07  14485.699821     0.442003              NaT
2022-12-08  14407.418815     0.445018              NaT
2022-12-09  14407.418815     0.445018        1785 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice   ExitPrice          PnL  ReturnPct  EntryTime   ExitTime Duration
0     299       206      210   43.426202   46.109663   802.354645   0.061794 2013-10-09 2013-10-15   6 days
1     304       227      239   45.282821   48.821964  1075.899330   0.078156 2013-11-07 2013-11-25  18 days
2     321       246      264   46.338227   49.317962   956.495151   0.064304 2013-12-05 2014-01-02  28 days
3     328       280      290   48.209022   50.964647   903.844977   0.057160 2014-01-27 2014-02-10  14 days
4     296       310      312   56.427334   55.268307  -343.071954  -0.020540 2014-03-11 2014-03-13   2 days
..    ...       ...      ...         ...         ...          ...        ...        ...        ...      ...
127  -133      2486     2491  120.458597  124.392440  -523.201154  -0.032657 2022-10-28 2022-11-04   7 days
128  -127      2492     2496  122.364781  126.275654  -496.680981  -0.031961 2022-11-07 2022-11-11   4 days
129  -116      2497     2503  129.490500  133.462868  -460.794647  -0.030677 2022-11-14 2022-11-22   8 days
130  -109      2504     2508  133.083306  136.541743  -376.969615  -0.025987 2022-11-23 2022-11-30   7 days
131  -103      2510     2514  137.544367  135.960007   163.189141   0.011519 2022-12-02 2022-12-08   6 days

[132 rows x 10 columns]",Consumer Cyclical
PKI,13/12/2012,9/12/2022,3648 days,44.95230525,14008.64767,16313.92337,7.758828234,363.0025739,0.75125056,16.95443246,0.04430998,0.062791581,0.013910646,-54.0054391,-5.19266248,3054 days,216 days,155,29.67741935,13.04906642,-8.179814845,0.048430694,55 days,10 days,1.081344952,0.144088163,0.157588986,Mean_Reversion_box3_4,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-12-13  13000.000000     0.000000              NaT
2012-12-14  13000.000000     0.000000              NaT
2012-12-17  13000.000000     0.000000              NaT
2012-12-18  13000.000000     0.000000              NaT
2012-12-19  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-12-05  14493.647670     0.111578              NaT
2022-12-06  14459.698558     0.113659              NaT
2022-12-07  14264.727611     0.125610              NaT
2022-12-08  14008.647670     0.141307              NaT
2022-12-09  14008.647670     0.141307        3054 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice   ExitPrice          PnL  ReturnPct  EntryTime   ExitTime Duration
0     361       204      205   35.947396   35.313557  -228.815962  -0.017632 2013-10-07 2013-10-08   1 days
1     360       205      218   35.416482   37.071515   595.811751   0.046731 2013-10-08 2013-10-25  17 days
2     364       223      226   36.712825   35.980848  -266.439450  -0.019938 2013-11-01 2013-11-06   5 days
3     367       226      249   35.639294   37.730250   767.381138   0.058670 2013-11-06 2013-12-10  34 days
4     347       279      283   39.892351   41.994693   729.512747   0.052700 2014-01-24 2014-01-30   6 days
..    ...       ...      ...         ...         ...          ...        ...        ...        ...      ...
150   -89      2451     2456  141.259258  129.950977  1006.437030   0.080053 2022-09-09 2022-09-16   7 days
151  -106      2468     2475  127.803634  114.197350  1442.266091   0.106462 2022-10-04 2022-10-13   9 days
152  -116      2478     2483  130.037911  135.304834  -610.963148  -0.040503 2022-10-18 2022-10-25   7 days
153  -106      2483     2496  136.157133  141.318111  -547.063669  -0.037905 2022-10-25 2022-11-11  17 days
154   -97      2497     2514  142.743939  141.940002    77.981825   0.005632 2022-11-14 2022-12-08  24 days

[155 rows x 10 columns]",Healthcare
