,Start,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,_strategy,_equity_curve,_trades,Sector
ROL,15/11/2012,11/11/2022,3648 days,56.99523052,4445.063251,16077.05399,-65.80720576,645.9829007,-10.19110291,15.08904851,0,0,0,-72.35150635,-8.431577306,2222 days,271 days,133,24.06015038,11.82364729,-4.208416834,-0.804869454,84 days,16 days,0.690958329,-0.703263792,-1.657215455,MeanReversion,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-11-15  13000.000000     0.000000              NaT
2012-11-16  13000.000000     0.000000              NaT
2012-11-19  13000.000000     0.000000              NaT
2012-11-20  13000.000000     0.000000              NaT
2012-11-21  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-11-07   4445.063251     0.723515              NaT
2022-11-08   4445.063251     0.723515              NaT
2022-11-09   4445.063251     0.723515              NaT
2022-11-10   4445.063251     0.723515              NaT
2022-11-11   4445.063251     0.723515        2222 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice  ExitPrice          PnL  ReturnPct  EntryTime   ExitTime Duration
0    2329        29       44    5.581182   6.238447  1530.769988   0.117764 2012-12-28 2013-01-22  25 days
1    2395        93      103    6.065067   5.810842  -608.867334  -0.041916 2013-04-03 2013-04-17  14 days
2   -2127       134      153    6.542313   6.661828  -254.207714  -0.018268 2013-05-31 2013-06-27  27 days
3   -2055       153      154    6.648504   6.721516  -150.040119  -0.010982 2013-06-27 2013-06-28   1 days
4   -2015       154      155    6.708073   6.957676  -502.949710  -0.037209 2013-06-28 2013-07-01   3 days
..    ...       ...      ...         ...        ...          ...        ...        ...        ...      ...
128   136      2458     2461   35.770560  34.373276  -190.030637  -0.039062 2022-08-23 2022-08-26   3 days
129   136      2461     2487   34.442022  36.985165   345.867357   0.073838 2022-08-26 2022-10-04  39 days
130  -136      2487     2503   36.911194  38.464571  -211.259260  -0.042084 2022-10-04 2022-10-26  22 days
131  -123      2503     2504   39.348730  41.004689  -203.682907  -0.042084 2022-10-26 2022-10-27   1 days
132  -113      2504     2508   40.811250  42.528757  -194.078348  -0.042084 2022-10-27 2022-11-02   6 days

[133 rows x 10 columns]",Consumer Cyclical
ROP,15/11/2012,11/11/2022,3648 days,59.61844197,5903.528912,16385.36725,-54.58823914,331.6454602,-7.602051236,14.45952557,0,0,0,-63.97072569,-6.670926078,2877 days,222 days,124,29.03225806,11.82364729,-4.208416834,-0.652892444,90 days,18 days,0.727171216,-0.564816192,-1.46539785,MeanReversion,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-11-15  13000.000000     0.000000              NaT
2012-11-16  13000.000000     0.000000              NaT
2012-11-19  13000.000000     0.000000              NaT
2012-11-20  13000.000000     0.000000              NaT
2012-11-21  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-11-07   6161.865636     0.623941              NaT
2022-11-08   6108.525670     0.627196              NaT
2022-11-09   6111.745397     0.627000              NaT
2022-11-10   5914.928092     0.639012              NaT
2022-11-11   5903.528912     0.639707        2877 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice   ExitPrice         PnL  ReturnPct  EntryTime   ExitTime Duration
0    -120        31       43  107.902933  109.894714 -239.013787  -0.018459 2013-01-02 2013-01-18  16 days
1    -116        43       44  109.674925  111.509712 -212.835326  -0.016729 2013-01-18 2013-01-22   4 days
2    -112        44       66  111.286693  115.970101 -524.541686  -0.042084 2013-01-22 2013-02-22  31 days
3     106       101      111  112.840098  112.236626  -63.968056  -0.005348 2013-04-15 2013-04-29  14 days
4     106       111      125  112.461099  117.069206  488.459375   0.040975 2013-04-29 2013-05-17  18 days
..    ...       ...      ...         ...         ...         ...        ...        ...        ...      ...
119    17      2474     2482  384.140129  368.038447 -273.728595  -0.041916 2022-09-15 2022-09-27  12 days
120   -16      2503     2504  387.872694  400.369995 -199.956819  -0.032220 2022-10-26 2022-10-27   1 days
121   -15      2504     2505  399.569255  413.709991 -212.111045  -0.035390 2022-10-27 2022-10-28   1 days
122   -14      2505     2514  412.882571  430.258391 -243.261475  -0.042084 2022-10-28 2022-11-10  13 days
123   -13      2514     2514  437.553133  438.429993  -11.399180  -0.002004 2022-11-10 2022-11-10   0 days

[124 rows x 10 columns]",Industrials
ROST,15/11/2012,11/11/2022,3648 days,58.6645469,12651.82708,16893.93095,-2.678253193,288.8133294,-0.271539455,19.33913678,0,0,0,-43.07200378,-9.078775285,2085 days,244 days,122,32.78688525,22.6908176,-4.208416834,-0.024031391,87 days,18 days,1.057968248,0.131786224,-0.044150949,MeanReversion,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-11-15  13000.000000     0.000000              NaT
2012-11-16  13000.000000     0.000000              NaT
2012-11-19  13000.000000     0.000000              NaT
2012-11-20  13000.000000     0.000000              NaT
2012-11-21  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-11-07  12651.827085     0.251102              NaT
2022-11-08  12651.827085     0.251102              NaT
2022-11-09  12651.827085     0.251102              NaT
2022-11-10  12651.827085     0.251102              NaT
2022-11-11  12651.827085     0.251102         380 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice  ExitPrice          PnL  ReturnPct  EntryTime   ExitTime Duration
0    -486        32       46   26.718185  27.842598  -546.464522  -0.042084 2013-01-03 2013-01-24  21 days
1    -448        46       65   27.795465  26.372869   637.322942   0.051181 2013-01-24 2013-02-21  28 days
2     495        65       67   26.425615  25.833904  -292.896927  -0.022392 2013-02-21 2013-02-25   4 days
3     494        67       86   25.885572  27.044294   572.408808   0.044763 2013-02-25 2013-03-22  25 days
4    -495        86       99   26.990206  28.126066  -562.250880  -0.042084 2013-03-22 2013-04-11  20 days
..    ...       ...      ...         ...        ...          ...        ...        ...        ...      ...
117   175      2409     2420   74.717053  71.585200  -548.074189  -0.041916 2022-06-13 2022-06-29  16 days
118  -155      2433     2436   80.723933  84.121132  -526.565933  -0.042084 2022-07-19 2022-07-22   3 days
119   145      2481     2495   83.095860  81.449997  -238.650187  -0.019807 2022-09-26 2022-10-14  18 days
120   144      2495     2502   81.612897  91.223997  1383.998348   0.117764 2022-10-14 2022-10-25  11 days
121  -142      2502     2507   92.883860  96.792800  -555.069478  -0.042084 2022-10-25 2022-11-01   7 days

[122 rows x 10 columns]",Consumer Cyclical
RSG,15/11/2012,11/11/2022,3648 days,67.84578696,15194.9938,16866.32149,16.88456767,515.2764147,1.574920172,13.4556226,0.117045507,0.172781231,0.04450804,-35.38507121,-4.174074808,2635 days,159 days,136,34.55882353,11.79347863,-4.208416834,0.114954929,78 days,18 days,1.128457362,0.186352628,0.362678366,MeanReversion,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-11-15  13000.000000     0.000000              NaT
2012-11-16  13000.000000     0.000000              NaT
2012-11-19  13000.000000     0.000000              NaT
2012-11-20  13000.000000     0.000000              NaT
2012-11-21  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-11-07  14818.673728     0.121405              NaT
2022-11-08  14934.033591     0.114565              NaT
2022-11-09  14883.633933     0.117553              NaT
2022-11-10  15194.993797     0.099093              NaT
2022-11-11  15194.993797     0.099093        2635 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice   ExitPrice          PnL  ReturnPct  EntryTime   ExitTime Duration
0    -485        90       98   26.757879   27.103992  -167.864810  -0.012935 2013-03-28 2013-04-10  13 days
1    -474        98       99   27.049784   27.412727  -172.034925  -0.013418 2013-04-10 2013-04-11   1 days
2    -462        99      110   27.357902   27.875832  -239.283523  -0.018932 2013-04-11 2013-04-26  15 days
3    -446       110      146   27.820080   28.233326  -184.307724  -0.014854 2013-04-26 2013-06-18  53 days
4    -434       146      150   28.176859   26.608385   680.717812   0.055665 2013-06-18 2013-06-24   6 days
..    ...       ...      ...         ...         ...          ...        ...        ...        ...      ...
131   115      2408     2409  125.890140  123.305603  -297.221790  -0.020530 2022-06-10 2022-06-13   3 days
132   115      2409     2440  123.552214  136.765671  1519.547502   0.106946 2022-06-13 2022-07-28  45 days
133  -115      2440     2446  136.492139  142.236298  -660.578190  -0.042084 2022-07-28 2022-08-05   8 days
134   112      2489     2490  133.676824  129.229996  -498.044729  -0.033266 2022-10-06 2022-10-07   1 days
135   112      2490     2514  129.488456  134.850006   600.493643   0.041406 2022-10-07 2022-11-10  34 days

[136 rows x 10 columns]",Industrials
RTX,15/11/2012,11/11/2022,3648 days,67.3290938,13272.4064,20277.47092,2.095433874,150.4845822,0.207923718,16.37310271,0.012699103,0.018401913,0.003601025,-57.74014687,-3.46984252,3059 days,108 days,144,33.33333333,13.54068422,-4.208416834,0.013672893,110 days,17 days,1.066172458,0.120405954,0.038476019,MeanReversion,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-11-15  13000.000000     0.000000              NaT
2012-11-16  13000.000000     0.000000              NaT
2012-11-19  13000.000000     0.000000              NaT
2012-11-20  13000.000000     0.000000              NaT
2012-11-21  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-11-07  13539.498619     0.332289              NaT
2022-11-08  13525.098839     0.332999              NaT
2022-11-09  13689.258751     0.324903              NaT
2022-11-10  13299.018883     0.344148              NaT
2022-11-11  13272.406404     0.345460        3059 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice  ExitPrice          PnL  ReturnPct  EntryTime   ExitTime Duration
0    -274        97       98   47.371326  47.833115  -126.529950  -0.009748 2013-04-09 2013-04-10   1 days
1    -269        98       99   47.737448  48.154758  -112.256406  -0.008742 2013-04-10 2013-04-11   1 days
2    -265        99      125   48.058449  49.198032  -301.989612  -0.023712 2013-04-11 2013-05-17  36 days
3    -253       125      137   49.099636  47.004715   530.015101   0.042667 2013-05-17 2013-06-05  19 days
4     275       137      158   47.098724  48.783638   463.351241   0.035774 2013-06-05 2013-07-05  30 days
..    ...       ...      ...         ...        ...          ...        ...        ...        ...      ...
139  -134      2405     2413   99.728191  87.936682  1580.062282   0.118236 2022-06-07 2022-06-17  10 days
140   166      2430     2468   89.737550  85.976096  -624.401399  -0.041916 2022-07-14 2022-09-07  55 days
141   170      2472     2482   83.887441  80.371201  -597.760809  -0.041916 2022-09-13 2022-09-27  14 days
142  -144      2505     2514   94.889842  97.839996  -424.822250  -0.031090 2022-10-28 2022-11-10  13 days
143  -136      2514     2514   97.644316  97.839996   -26.612479  -0.002004 2022-11-10 2022-11-10   0 days

[144 rows x 10 columns]",Industrials
SBAC,15/11/2012,11/11/2022,3648 days,57.31319555,4055.875889,14942.07936,-68.8009547,370.4613545,-11.01153658,15.03580449,0,0,0,-75.42577618,-9.632283373,3374 days,356 days,126,23.01587302,11.77644711,-4.208416834,-0.933022202,97 days,17 days,0.635840639,-0.840147752,-2.242612105,MeanReversion,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-11-15  13000.000000     0.000000              NaT
2012-11-16  13000.000000     0.000000              NaT
2012-11-19  13000.000000     0.000000              NaT
2012-11-20  13000.000000     0.000000              NaT
2012-11-21  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-11-07   4063.594509     0.728044              NaT
2022-11-08   4063.594509     0.728044              NaT
2022-11-09   4063.594509     0.728044              NaT
2022-11-10   4063.594509     0.728044              NaT
2022-11-11   4055.875889     0.728560        3374 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice   ExitPrice          PnL  ReturnPct  EntryTime   ExitTime Duration
0     190        51       59   68.172473   66.688370  -281.979549  -0.021770 2013-01-31 2013-02-12  12 days
1     190        59       60   66.821746   65.887360  -177.533506  -0.013983 2013-02-12 2013-02-13   1 days
2     189        60       96   66.019134   72.012100  1132.670552   0.090776 2013-02-13 2013-04-08  54 days
3    -190        96       98   71.868076   73.272217  -266.786748  -0.019538 2013-04-08 2013-04-10   2 days
4    -183        98      109   73.125672   76.203105  -563.170258  -0.042084 2013-04-10 2013-04-25  15 days
..    ...       ...      ...         ...         ...          ...        ...        ...        ...      ...
121    12      2410     2440  297.020896  331.999404   419.742104   0.117764 2022-06-14 2022-07-28  44 days
122   -12      2440     2447  333.290122  347.316360  -168.314851  -0.042084 2022-07-28 2022-08-08  11 days
123   -11      2452     2458  353.665763  333.040009   226.883296   0.058320 2022-08-15 2022-08-23   8 days
124    12      2458     2466  333.706089  319.718408  -167.852164  -0.041916 2022-08-23 2022-09-02  10 days
125   -13      2514     2514  296.276255  296.869995    -7.718620  -0.002004 2022-11-10 2022-11-10   0 days

[126 rows x 10 columns]",Real Estate
SBNY,15/11/2012,11/11/2022,3648 days,52.86168521,8034.229173,16009.2331,-38.19823713,124.3171263,-4.705714283,18.9446369,0,0,0,-70.21362213,-6.998662002,3439 days,276 days,137,30.65693431,12.33125365,-4.208416834,-0.350260997,55 days,14 days,0.905587478,-0.219035207,-1.004478756,MeanReversion,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-11-15  13000.000000     0.000000              NaT
2012-11-16  13000.000000     0.000000              NaT
2012-11-19  13000.000000     0.000000              NaT
2012-11-20  13000.000000     0.000000              NaT
2012-11-21  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-11-07   7540.839558     0.528969              NaT
2022-11-08   7540.839558     0.528969              NaT
2022-11-09   7540.839558     0.528969              NaT
2022-11-10   8034.229173     0.498150              NaT
2022-11-11   8034.229173     0.498150        3439 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice   ExitPrice         PnL  ReturnPct  EntryTime   ExitTime Duration
0    -189        33       67   68.662989   67.803078  162.523299   0.012524 2013-01-04 2013-02-25  52 days
1     193        67       81   67.938684   72.044853  792.490686   0.060439 2013-02-25 2013-03-15  18 days
2    -194        81      107   71.900764   68.446342  670.157681   0.048044 2013-03-15 2013-04-23  39 days
3     213       107      137   68.583235   70.721031  455.350556   0.031171 2013-04-23 2013-06-05  43 days
4     212       137      140   70.862473   73.555122  570.841614   0.037998 2013-06-05 2013-06-10   5 days
..    ...       ...      ...         ...         ...         ...        ...        ...        ...      ...
132    36      2436     2449  175.063601  195.679873  742.185804   0.117764 2022-07-22 2022-08-10  19 days
133   -36      2449     2450  196.038640  201.333817 -190.626345  -0.027011 2022-08-10 2022-08-11   1 days
134   -34      2450     2451  200.931149  205.668198 -161.059657  -0.023575 2022-08-11 2022-08-12   1 days
135   -32      2451     2461  205.256861  180.988014  776.603114   0.118236 2022-08-12 2022-08-26  14 days
136    57      2513     2514  132.284044  140.940002  493.389615   0.065435 2022-11-09 2022-11-10   1 days

[137 rows x 10 columns]",Financial Services
SBUX,15/11/2012,11/11/2022,3648 days,70.38950715,11121.49888,20152.10208,-14.45000863,379.5265143,-1.55101994,17.97092933,0,0,0,-56.24398164,-5.593842032,1834 days,152 days,147,27.89115646,11.82364729,-4.208416834,-0.107271209,74 days,18 days,1.000147597,0.000281585,-0.267024046,MeanReversion,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-11-15  13000.000000     0.000000              NaT
2012-11-16  13000.000000     0.000000              NaT
2012-11-19  13000.000000     0.000000              NaT
2012-11-20  13000.000000     0.000000              NaT
2012-11-21  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-11-07  11763.528372     0.416263              NaT
2022-11-08  11473.096487     0.430675              NaT
2022-11-09  11548.026991     0.426957              NaT
2022-11-10  11121.498878     0.448122              NaT
2022-11-11  11121.498878     0.448122        1834 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice  ExitPrice          PnL  ReturnPct  EntryTime   ExitTime Duration
0    -546        47       62   23.773778  22.871338   492.732206   0.037959 2013-01-25 2013-02-15  21 days
1     588        62       64   22.917081  22.437813  -281.809444  -0.020913 2013-02-15 2013-02-20   5 days
2     587        64       92   22.482688  24.521236  1196.627669   0.090672 2013-02-20 2013-04-02  41 days
3    -588        92      109   24.472194  25.502086  -605.576455  -0.042084 2013-04-02 2013-04-25  23 days
4    -531       115      116   25.988581  26.297401  -163.983414  -0.011883 2013-05-03 2013-05-06   3 days
..    ...       ...      ...         ...        ...          ...        ...        ...        ...      ...
142  -120      2400     2409   77.454019  71.538910   709.813114   0.076369 2022-05-31 2022-06-13  13 days
143   139      2409     2432   71.681988  80.123579  1173.381200   0.117764 2022-06-13 2022-07-18  35 days
144  -137      2433     2444   81.450055  84.877813  -469.602820  -0.042084 2022-07-19 2022-08-03  15 days
145   127      2479     2510   84.384428  91.335083   882.733214   0.082369 2022-09-22 2022-11-04  43 days
146  -127      2510     2514   91.152413  94.988486  -487.181333  -0.042084 2022-11-04 2022-11-10   6 days

[147 rows x 10 columns]",Consumer Cyclical
SCHW,15/11/2012,11/11/2022,3648 days,57.6709062,4547.690991,14783.5931,-65.0177616,587.896553,-9.985548545,19.19491236,0,0,0,-70.19016342,-16.77763105,3321 days,701 days,161,27.32919255,12.54000923,-4.208416834,-0.653182387,72 days,13 days,0.79375773,-0.520010065,-1.264261885,MeanReversion,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-11-15  13000.000000     0.000000              NaT
2012-11-16  13000.000000     0.000000              NaT
2012-11-19  13000.000000     0.000000              NaT
2012-11-20  13000.000000     0.000000              NaT
2012-11-21  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-11-07   4498.973828     0.695678              NaT
2022-11-08   4500.091077     0.695602              NaT
2022-11-09   4563.931043     0.691284              NaT
2022-11-10   4547.690991     0.692383              NaT
2022-11-11   4547.690991     0.692383        3321 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice  ExitPrice          PnL  ReturnPct  EntryTime   ExitTime Duration
0     862        93      114   15.072776  14.440983  -544.605559  -0.041916 2013-04-03 2013-05-02  29 days
1     663       195      209   18.777933  20.457272  1113.401664   0.089432 2013-08-27 2013-09-17  21 days
2    -664       209      229   20.416357  21.275562  -570.512390  -0.042084 2013-09-17 2013-10-15  28 days
3    -625       229      247   20.768052  21.642058  -546.253874  -0.042084 2013-10-15 2013-11-08  24 days
4    -573       247      256   21.716766  22.630698  -523.683051  -0.042084 2013-11-08 2013-11-21  13 days
..    ...       ...      ...         ...        ...          ...        ...        ...        ...      ...
156   -60      2451     2487   74.643208  76.009422   -81.972877  -0.018303 2022-08-12 2022-10-04  53 days
157   -58      2487     2495   75.857403  68.789429   409.942535   0.093174 2022-10-04 2022-10-14  10 days
158    70      2495     2496   68.927008  66.037852  -202.240920  -0.041916 2022-10-14 2022-10-17   3 days
159   -60      2504     2505   76.962123  80.201010  -194.333217  -0.042084 2022-10-27 2022-10-28   1 days
160   -56      2505     2514   79.808516  78.559998    69.917007   0.015644 2022-10-28 2022-11-10  13 days

[161 rows x 10 columns]",Financial Services
SEDG,26/3/2015,11/11/2022,2787 days,29.26195426,3004.374891,13000,-76.88942391,1295.700449,-17.45823331,20.13308414,0,0,0,-76.88942391,-76.88942391,2641 days,2641 days,122,18.85245902,12.9471667,-4.208416834,-1.217158457,40 days,6 days,0.670787399,-1.041836225,-2.196963736,MeanReversion,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2015-03-26  13000.000000     0.000000              NaT
2015-03-27  13000.000000     0.000000              NaT
2015-03-30  13000.000000     0.000000              NaT
2015-03-31  13000.000000     0.000000              NaT
2015-04-01  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-11-07   3272.875015     0.748240              NaT
2022-11-08   3272.875015     0.748240              NaT
2022-11-09   3135.430437     0.758813              NaT
2022-11-10   3135.430437     0.758813              NaT
2022-11-11   3004.374891     0.768894        2641 days

[1924 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice   ExitPrice         PnL  ReturnPct  EntryTime   ExitTime Duration
0     517       101      102   25.140180   24.086400 -544.804263  -0.041916 2015-08-19 2015-08-20   1 days
1     553       103      104   22.484881   21.542401 -521.191452  -0.041916 2015-08-21 2015-08-24   3 days
2     644       152      153   18.526980   17.750400 -500.117514  -0.041916 2015-10-30 2015-11-02   3 days
3    -546       182      183   20.928059   21.808799 -480.884024  -0.042084 2015-12-14 2015-12-15   1 days
4    -499       183      184   21.946020   22.869600 -460.866415  -0.042084 2015-12-15 2015-12-16   1 days
..    ...       ...      ...         ...         ...         ...        ...        ...        ...      ...
117   -11      1876     1882  310.742260  323.819590 -143.850625  -0.042084 2022-09-07 2022-09-15   8 days
118    13      1887     1888  271.481882  260.102402 -147.933241  -0.041916 2022-09-22 2022-09-23   1 days
119    13      1888     1889  259.317588  248.447988 -141.304793  -0.041916 2022-09-23 2022-09-26   3 days
120   -13      1920     1921  251.226536  261.799196 -137.444578  -0.042084 2022-11-08 2022-11-09   1 days
121   -11      1922     1923  283.102673  295.016814 -131.055546  -0.042084 2022-11-10 2022-11-11   1 days

[122 rows x 10 columns]",Technology
SEE,15/11/2012,11/11/2022,3648 days,52.74244833,11403.1967,18593.19945,-12.28310228,256.9610115,-1.304062298,17.89640628,0,0,0,-47.6849323,-8.471220071,2142 days,241 days,126,30.95238095,20.44422041,-4.208416834,-0.104419851,84 days,15 days,1.016166739,0.035542733,-0.192967305,MeanReversion,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-11-15  13000.000000     0.000000              NaT
2012-11-16  13000.000000     0.000000              NaT
2012-11-19  13000.000000     0.000000              NaT
2012-11-20  13000.000000     0.000000              NaT
2012-11-21  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-11-07  10972.192484     0.409881              NaT
2022-11-08  11324.993082     0.390907              NaT
2022-11-09  11403.196704     0.386701              NaT
2022-11-10  11403.196704     0.386701              NaT
2022-11-11  11403.196704     0.386701        2142 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice  ExitPrice          PnL  ReturnPct  EntryTime   ExitTime Duration
0    -633       124      125   20.512002  20.761951  -158.218000  -0.012186 2013-05-16 2013-05-17   1 days
1    -619       125      136   20.720428  21.592430  -539.769214  -0.042084 2013-05-17 2013-06-04  18 days
2     615       150      158   19.985041  22.338568  1447.419563   0.117764 2013-06-24 2013-07-05  11 days
3     578       213      240   23.783604  26.584467  1618.899124   0.117764 2013-09-23 2013-10-30  37 days
4    -577       240      242   26.617945  27.427050  -466.853398  -0.030397 2013-10-30 2013-11-01   2 days
..    ...       ...      ...         ...        ...          ...        ...        ...        ...      ...
121   210      2443     2461   56.073421  54.188107  -395.916091  -0.033622 2022-08-02 2022-08-26  24 days
122   210      2461     2467   54.296483  52.020582  -477.939100  -0.041916 2022-08-26 2022-09-06  11 days
123   245      2507     2508   44.508838  42.643198  -457.081781  -0.041916 2022-11-01 2022-11-02   1 days
124   246      2508     2509   42.504838  41.410000  -269.330226  -0.025758 2022-11-02 2022-11-03   1 days
125   245      2509     2513   41.492820  46.379200  1197.163096   0.117764 2022-11-03 2022-11-09   6 days

[126 rows x 10 columns]",Consumer Cyclical
SHW,15/11/2012,11/11/2022,3648 days,62.71860095,12413.67029,15903.70891,-4.5102285,425.6094356,-0.461177506,18.12538506,0,0,0,-48.06392087,-8.101072979,2621 days,276 days,144,31.25,12.496321,-4.208416834,-0.033599332,78 days,16 days,1.045694435,0.09370549,-0.085792974,MeanReversion,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-11-15  13000.000000     0.000000              NaT
2012-11-16  13000.000000     0.000000              NaT
2012-11-19  13000.000000     0.000000              NaT
2012-11-20  13000.000000     0.000000              NaT
2012-11-21  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-11-07  12438.526295     0.217885              NaT
2022-11-08  12438.526295     0.217885              NaT
2022-11-09  12438.526295     0.217885              NaT
2022-11-10  12438.526295     0.217885              NaT
2022-11-11  12413.670295     0.219448        2621 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice   ExitPrice          PnL  ReturnPct  EntryTime   ExitTime Duration
0    -274        31       33   47.396362   48.133938  -202.095844  -0.015562 2013-01-02 2013-01-04   2 days
1    -266        33       46   48.037670   50.059295  -537.752354  -0.042084 2013-01-04 2013-01-24  20 days
2    -243        62       64   50.427454   48.294590   518.285959   0.042296 2013-02-15 2013-02-20   5 days
3     264        64       65   48.391179   47.406723  -259.896425  -0.020344 2013-02-20 2013-02-21   1 days
4     263        65       93   47.501536   50.155464   697.982986   0.055870 2013-02-21 2013-04-03  41 days
..    ...       ...      ...         ...         ...          ...        ...        ...        ...      ...
139   -35      2435     2436  255.465828  258.392029  -102.417041  -0.011454 2022-07-21 2022-07-22   1 days
140   -34      2436     2439  257.875245  225.650326  1095.647225   0.124963 2022-07-22 2022-07-27   5 days
141    43      2439     2452  231.879367  256.725983  1068.404452   0.107153 2022-07-27 2022-08-15  19 days
142   -43      2452     2473  256.212531  225.918865  1302.627636   0.118236 2022-08-15 2022-09-14  30 days
143   -52      2514     2514  238.522000  239.000000   -24.856000  -0.002004 2022-11-10 2022-11-10   0 days

[144 rows x 10 columns]",Basic Materials
SIVB,15/11/2012,11/11/2022,3648 days,42.20985692,2212.885761,13000,-82.97780184,345.8278182,-16.25106189,16.5480397,0,0,0,-85.49787327,-85.49787327,3600 days,3600 days,146,19.8630137,12.26774153,-4.208416834,-1.220808934,62 days,10 days,0.606647867,-1.094134601,-3.346852626,MeanReversion,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-11-15  13000.000000     0.000000              NaT
2012-11-16  13000.000000     0.000000              NaT
2012-11-19  13000.000000     0.000000              NaT
2012-11-20  13000.000000     0.000000              NaT
2012-11-21  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-11-07   2212.885761     0.829778              NaT
2022-11-08   2212.885761     0.829778              NaT
2022-11-09   2212.885761     0.829778              NaT
2022-11-10   2212.885761     0.829778              NaT
2022-11-11   2212.885761     0.829778        3600 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice   ExitPrice         PnL  ReturnPct  EntryTime   ExitTime Duration
0    -223        31       32   58.123522   58.980000 -190.994564  -0.014735 2013-01-02 2013-01-03   1 days
1    -217        32       33   58.862040   60.340000 -320.717452  -0.025109 2013-01-03 2013-01-04   1 days
2    -207        33       47   60.219320   62.753600 -524.595961  -0.042084 2013-01-04 2013-01-25  21 days
3     176        95      101   67.715162   66.570000 -201.548537  -0.016911 2013-04-05 2013-04-15  10 days
4     176       101      110   66.703140   69.849998  553.847145   0.047177 2013-04-15 2013-04-26  11 days
..    ...       ...      ...         ...         ...         ...        ...        ...        ...      ...
141     5      2436     2441  362.082705  404.723184  213.202391   0.117764 2022-07-22 2022-07-29   7 days
142    -4      2449     2453  451.335510  470.329590  -75.976318  -0.042084 2022-08-10 2022-08-16   6 days
143    -5      2487     2492  375.737010  331.311191  222.129094   0.118236 2022-10-04 2022-10-11   7 days
144     7      2499     2500  303.064911  290.361592  -88.923237  -0.041916 2022-10-20 2022-10-21   1 days
145    10      2500     2508  230.490059  220.828799  -96.612599  -0.041916 2022-10-21 2022-11-02  12 days

[146 rows x 10 columns]",Financial Services
